CASE5;D5;Circulating nurse;Creo que no podemos comprometer la seguridad de los pacientes ni la calidad de la atención, pero, de nuevo, debemos tener las dos salas en funcionamiento.;
CASE5;D5.1;Anaesthetic nurse;Estoy aquí para hacer mi trabajo, haré lo que sea necesario.;
CASE5;D5.1.1;Circulating nurse;Pues tenemos que llegar a una solución.;
CASE5;D5.2;Scrub nurse;Estoy aquí para trabajar, pero desgraciadamente haré lo que me pidáis.;
CASE5;D5.2.1;Circulating nurse;La actitud no está ayudando.;
CASE5;D5.3;Assistant surgeon;Consigue otro equipo. ¿Se supone que debo hacer algo?;
CASE5;D5.3.1;Circulating nurse;No hay más equipos en guardia.;
CASE5;D5.4;Anaesthesiologist ;Mi parte está resuelta. ¿Por qué sigo estando incluido en esta conversación?;
CASE5;D5.4.1;Circulating nurse;Tiene que ser una decisión compartida.;
CASE5;D6;Chief surgeon;¡Eso no ayuda a encontrar una solución! En esta situación, ¿cómo podemos garantizar la seguridad de los pacientes y responder a la apertura de otra sala?;
CASE5;D6.1;Anaesthesiologist ;Mucho hablar. ¿Qué tal si resolvemos esto?;
CASE5;D6.1.1;Chief surgeon;¿A qué viene esta actitud? Queremos soluciones.;
CASE5;D6.2;Circulating nurse;Según las indicaciones existentes podemos dividir el equipo de enfermería en las dos salas.;
CASE5;D6.2.1;Chief surgeon;Vamos a encontrar la mejor solución.;
CASE5;D6.3;Assistant surgeon;No se puede empezar otra cirugía y ¡ya está! ¿Alguna duda?;
CASE5;D6.3.1;Chief surgeon;¿A qué viene esta actitud? Queremos soluciones.;
CASE5;D6.4;Scrub nurse;De nuevo, lo mismo... Como es habitual, los que lo tienen que resolver somos siempre los mismos.;
CASE5;D6.4.1;Chief surgeon;¿A qué viene esta actitud? Queremos soluciones.;
CASE5;D7;Anaesthetic nurse;¡Siempre es lo mismo! Como me hagas ir a la otra habitación, ya verás lo que pasa. Sin sentido...;
CASE5;D7.1;Assistant surgeon;Tal vez quieras que vaya a la otra habitación.;
CASE5;D7.1.1;Circulating nurse;Venga tranquilos, hay que mantener la calma y asumir actitudes constructivas.;
CASE5;D7.2;Scrub nurse;¿Cómo es eso? ¡No cuentes conmigo!;
CASE5;D7.3;Chief surgeon;La enfermera a cargo del equipo es la circulante. Ella organizará el equipo.;
CASE5;D7.3.1;Circulating nurse;Muy bien, estoy totalmente de acuerdo.;
CASE5;D7.4;Anaesthesiologist ;Totalemnte De acuerdo. Te echaremos en falta.;
CASE5;D8;Circulating nurse;La situación ideal sería tener dos equipos de enfermería. Al no ser posible, tenemos que adaptarnos aprovechando al máximo los recursos.;
CASE5;D8.1;Anaesthetic nurse;Los que lo tenemos que resolver somos siempre los mismos. ¡Ya me he hartado!;
CASE5;D8.1.1;Circulating nurse;No es ideal, pero tenemos que decidir.;
CASE5;D8.2;Scrub nurse;¿Cambiar todo en la sala en medio de una cirugía?;
CASE5;D8.3;Assistant surgeon;¡Esto es ridículo! ¡Tu decides todo! ¡Veamos como como sale...!;
CASE5;D8.4;Chief surgeon;Estoy de acuerdo, ¿Cuál es la decisión que sugieres sobre la división del equipo de enfermeria?;
CASE5;D8.4.1;Circulating nurse;Mi sugerencia es que la enfermera circulante apoye esta sala. Las otras dos asumirán en la otra sala las funciones de circulación y anestesia.;
CASE5;D9;Chief surgeon;Bien, debemos asegurarnos que seguimos las directrices establecidas.;
CASE5;D9.1;Assistant surgeon;Hacen lo que sea para ahorrar dinero.;
CASE5;D9.1.1;Chief surgeon;Ese no es el tema ahora mismo.;
CASE5;D9.2;Scrub nurse;Deberían pagar por otro equipo de enfermería.;
CASE5;D9.3;Assistant surgeon;Las reglas están para cumplirse.;
CASE5;D9.3.1;Chief surgeon;Me alegro de que esté de acuerdo. Procedamos.;
CASE5;D9.4;Anaesthesiologist ;¿De qué estás hablando? Simplemente no lo entiendo...;
CASE5;D9.4.1;Chief surgeon;Sobre la forma de resolver el problema.;
CASE5;D10;Circulating nurse;La propuesta sería que en esta sala sólo se quedara la enfermera circulante; la instrumentista y la enfermera anestesista irían a la otra sala.
CASE5;D10.1;Anaesthesiologist ;¿Qué? ¿Quién prepara la medicina?;
CASE5;D10.2;Assistant surgeon;¿Es una opción? ¿Quién va a instrumentar? ¿Debo hacerlo yo?;
CASE5;D10.3;Scrub nurse;Así que me voy, ¡me vais a echar de menos!;
CASE5;D10.4;Chief surgeon;Muy bien. ¡Por fin una solución!;
CASE5;D10.4.1;Circulating nurse;Tendremos que adaptarnos y seguir las reglas.;
CASE5;D11;Chief surgeon;Aclaremos de forma precisa cómo resolver la situación.;
CASE5;D11.1;Circulating nurse;Mi sugerencia es que yo apoye esta sala. Las otras dos enfermeras asumirán en la otra sala las funciones de circulación y anestesia.;
CASE5;D11.2;Assistant surgeon;¿Aclarar el qué? ¡No estoy de acuerdo con esto!;
CASE5;D11.2.1;Chief surgeon;No se trata de estar de acuerdo o no, sino que tenemos que resolver el problema.;
CASE5;D11.2.2;Circulating nurse;Mi sugerencia es que yo apoye esta sala. Las otras dos enfermeras asumirán en la otra sala las funciones de circulación y anestesia.;
CASE5;D11.3;Scrub nurse;Siempre estamos cambiando. ¡No sé cuál es mi papel en todo esto.;
CASE5;D11.4.1;Chief surgeon;Eso es lo que intentamos hacer. Hay que prestar atención a la situación.;
CASE5;D11.4;Anaesthesiologist;Sigo sin entenderlo. ¿Cómo articulamos?;
CASE5;D12;Circulating nurse;Yo apoyaré a todos los médicos en esta sala. La enfermera anestesista mantendrá las mismas funciones en la otra sala y la enfermera instrumentista asumirá las funciones de circulante en la otra sala.;
CASE5;D12.1;Scrub nurse;Me gustaría poder irme. Quien quiera puede resolver el problema.;
CASE5;D12.1.1;Circulating nurse;Eso no es en absoluto una actitud profesional.;
CASE5;D12.2;Assistant surgeon;Esto esta yendo a peor. ¿No tendremos una instrumentista?;
CASE5;D12.2.1;Circulating nurse;Puede que no sea la solución ideal, pero tenemos que salvaguardar la otra sala.;
CASE5;D12.3;Chief surgeon;Suena bien. Lo apruebo.;
CASE5;D12.3.1;Circulating nurse;Gracias por el apoyo. Ahora prioricemos tareas.;
CASE5;D12.4;Anaesthetic nurse;Ahora que todo estaba hecho tengo que irme a otro sitio y comenzar de nuevo.;
CASE5;D12.4.1;Circulating nurse;Puede que no sea la solución ideal, pero tenemos que salvaguardar la otra sala.;
CASE5;D13;Chief surgeon;Bien, hagamos que este cambio funcione.;
CASE5;D13.0;Circulating nurse;Primero debemos preparar la otra sala. Cuando llegue la embarazada tendremos que movilizar recursos.;
CASE5;D13.1;Scrub nurse;¿Realmente tiene que ser así? Siempre nos estamos remendando.;
CASE5;D13.1.1;Circulating nurse;Es un proceso de gestión de recursos.;
CASE5;D13.2;Chief surgeon;Estamos en buen camino. Esto parece una gestión de recursos equilibrada.;
CASE5;D13.2.1;Circulating nurse;Yo estoy de acuerdo también. Vamos a preparar las habitaciones.;
CASE5;D13.3;Anaesthesiologist;¡Menudo lío!;
CASE5;D13.3.1;Circulating nurse;No hay ningún lío, es gestión de recursos.;
CASE5;D13.4;Assistant surgeon;¿No están preparadas las otras habitaciones? ¿Tendrá que salir alguien?;
CASE5;D13.4.1;Circulating nurse;Lo están, pero hay aspectos específicos que deben prepararse en el momento.;
CASE5;D14;Chief surgeon;Ha llegado el momento de redistribuir todas las funciones en esta sala. Propongo que el cirujano asistente se encargue también de la instrumentación. El anestesista debe asegurar el proceso anestésico, con la ayuda de la enfermera circulante.;
CASE5;D14.1;Scrub nurse;Ya estamos otra vez. Esto es desmotivador.;
CASE5;D14.1.1;Chief surgeon;Lo más importante es garantizar la calidad y la seguridad de la atención.;
CASE5;D14.2;Assistant surgeon;¿Yo? ¿Debo hacer dos funciones? No puedo creerlo...;
CASE5;D14.3;Circulating nurse;Es lo acordado en las directrices.;
CASE5;D14.3.1;Chief surgeon;Vamos a proceder.;
CASE5;D14.4;Anaesthesiologist;Ahora, tendré que hacer dos funciones. Eso no es normal ....;
CASE5;D15;Circulating nurse;Siendo así, los tiempos para movilizar los recursos serán: la enfermera instrumentista saldrá y preparará la sala, y el cirujano asistente hará las dos funciones. En 5 minutos llegará la embarazada y para entonces la enfermera anestesista también se irá y estaré solo en esta sala.;
CASE5;D15.1;Anaesthetic nurse;Si tengo que irme... ¡es ahora!;
CASE5;D15.1.1;Circulating nurse;Lo siento, pero debemos seguir las reglas.;
CASE5;D15.2;Chief surgeon;De acuerdo, vamos a proceder.;
CASE5;D15.2.1;Circulating nurse;Gracias. Procedamos.;
CASE5;D15.3;Assistant surgeon;De nuevo, no estoy de acuerdo con esta solución.;
CASE5;D15.4;Scrub nurse;¿Tengo que irme la primera y preparar todo sola?;
CASE5;D16;Circulating nurse;Las funciones de ambas salas están definidas, lo que garantiza su funcionamiento.;
CASE5;D16.1;Assistant surgeon;Que conste que no asumo la responsabilidad si algo va mal.;
CASE5;D16.1.1;Chief surgeon;Debemos trabajar como equipo, cada uno debería asumir sus responsibilidades.;
CASE5;D16.1.2;Chief surgeon;Está decidido. Asumiré la responsabilidad porque considero que es la mejor opción en este contexto.;
CASE5;D16.1.3;Circulating nurse;Como soy la enfermera encargada, acepto y suscribo la responsabilidad del equipo de enfermería.;
CASE5;D16.2;Anaesthetic nurse;Yo debería quedarme y la circulante debería ir a la otra habitación.;
CASE5;D16.2.1;Chief surgeon;Tenemos que trabajar en equipo. No hay cambios en lo que se ha decidido.;
CASE5;D16.3;Anaesthesiologist;Voy a colaborar pero no parece ser la mejor opción para mi.;
CASE5;D16.3.1;Chief surgeon;Tenemos que trabajar en equipo. Está es la mejor opción con los rescursos disponibles.;
CASE5;D16.4;Chief surgeon;Está decidido. Asumiré la responsabilidad porque considero que es la mejor opción en este contexto.;
CASE5;D16.4.1;Circulating nurse;Como soy la enfermera encargada, acepto y suscribo la responsabilidad del equipo de enfermería.;
CASE5;END1;Chief surgeon;Entonces, todo el mundo vuelve al trabajo y hagamos lo mejor para los pacientes;
CASE5;D17;Anaesthesiologist;Podría ocuparme de las dos salas siempre que la enfermera anestesista colabore.;
CASE5;D17.1;Assistant surgeon;¿Porque seguimos hablando de esto? ¡Vamos a acabar esto de una vez por todas!;
CASE5;D17.2;Anaesthetic nurse;Yo debería quedarme y la circulante debería ir a la otra habitación.;
CASE5;D17.3;Anaesthetic nurse;No me parece la mejor opción.;
CASE5;D17.4;Chief surgeon;Esto es trabajo en equipo, deberíamos colaborar para encontrar la mejor opción.;
CASE5;D18;Circulating nurse;Según las indicaciones existentes podemos dividir el equipo de enfermería en las dos salas.;
CASE5;D18.1;Assistant surgeon;Tal vez quieras que vaya a la otra habitación.;
CASE5;D18.1.1;Circulating nurse;Vamos, tenemos que mantener la calma y tener actitudes constructivas.;
CASE5;D18.1.2;Anaesthetic nurse;Yo tampoco. No quiero esa responsabilidad.;
CASE5;D18.2;Scrub nurse;¿Cómo puede ser? ¡No contéis conmigo!;
CASE5;D18.3;Chief surgeon;La enfermera a cargo del equipo es la cirulante. Ella organizará al equipo.;
CASE5;D18.3.1;Circulating nurse;Muy bien. Estoy totalmente de acuerdo.;
CASE5;D18.3.2;Anaesthetic nurse;No contéis conmigo. No quiero esa responsabilidad.;
CASE5;END2;Chief surgeon;Ya que no hay acuerdo, sólo podemos terminar esto lo antes posible y esperar lo mejor para la mujer y su bebé.;
