CASE7;D2.3;main surgeon;Operaci konvertuji na otevřený přístup a suturu udělám manuálně. ;
CASE7;D2.4;main surgeon;Takto nemůžeme pokračovat, okamžitě volejte a rychle sežeňte potřebné náboje.;
CASE7;D3;Instrumentalist;OK, ale neměli bychom přece jen zkusit zavolat a náboj sehnat ? ;
CASE7;D3.1;main surgeon;Neslyšel jsi mě? Pokračujeme!;
CASE7;D3.2;main surgeon;Dobrý postřeh. Prosím, zavolejte a pro jistotu sežeňte náboje, my budeme mezitím pokračovat. ;
CASE7;D3.3;main surgeon;Proč zpochybňujete mé rozhodnutí? Já jsem tady šéf. ;
CASE7;D3.4;main surgeon;Proč?;
CASE7;D3.4.1;Instrumentalist;Myslím, že nemáme co ztratit. Pokud se ukáže, že bude skutečně potřeba, budeme ho mít k dispozici. ;
CASE7;D3.4.2;main surgeon;To zní dobře. Zavolejte tam prosím.;
CASE7;D4A;anaesthesiologist;Ztrácíme čas a ohrožujeme tím pacienta. Nemůžeme čekat o mnoho déle. ;
CASE7;D4A.1;main surgeon;Už jsem se jednou rozhodl a uděláme to přesně takto. Prosím respektujte to a věnujte se pacientovi. ;
CASE7;D4A.1.1;Circulating nurse;Při týmové práci by bylo dobré, kdyby se braly v úvahu všechny názory.;
CASE7;D4A.2;main surgeon;To je pravda, ale už jsem se rozhodl.;
CASE7;D4A.3;main surgeon;Jistě, udělám maximum, abych to dokončil co nejdříve.;
CASE7;D4A.4;main surgeon;Nebojte se, vím, jak dělat svou práci, a brzy skončíme.;
CASE7;D4A.4.1;anaesthesiologist;To doufám…;
CASE7;D4B.1;main surgeon;Jistě, udělám maximum, abych to dokončil co nejdříve.;
CASE7;D4B.2;main surgeon;Nebojte se, vím, jak dělat svou práci, a brzy skončíme.;
CASE7;D4B.3;main surgeon;To je pravda, zaměřme se na to.;
CASE7;D4B.4;main surgeon;Jsem si jistý, že umítě dělat svoji práci a udržíte pacienta naživu. ;
CASE7;D5;anaesthesiologist;Nepovažuji to za vhodné; Neslyším alarmy.
CASE7;D5.1;main surgeon;Proč nezvýšíte hlasitost na monitoru?;
CASE7;D5.2;main surgeon;Nebojte se, ztlumíme hlasitost rádia;
CASE7;D5.2.1;main surgeon;Prosím, ztlumte to.;
CASE7;D5.3;main surgeon;Chcete-li to lépe slyšet, můžete zvýšit hlasitost;
CASE7;D5.3.1;Circulating nurse;Máme náboj!;
CASE7;D5.4;main surgeon;To je v pořádku, neuvědomil jsem si to.;
CASE7;D5.4.1;main surgeon;Prosím, vypněte to.;
CASE7;D6;Instrumentalist;Skvělé! Mám otevřít stapler ?;
CASE7;D6.1;main surgeon;Samozřejmě.;
CASE7;D6.2;main surgeon;Ano prosím.;
CASE7;D6.3;main surgeon;Už na to čekám.;
CASE7;D6.4;main surgeon;Hmm, to je skutečně geniální nápad. ;
CASE7;D7;main surgeon;Díky, stapler je nyní správně umístěn. ;
CASE7;D7.1;main surgeon;Děkuji všem za spolupráci na tomto komplikovaném zákroku. ;
CASE7;D7.2;main surgeon;Konečně, toto už nechci nikdy zažít. ;
CASE7;D7.3;main surgeon;Dobrá práce, ale příště bychom se mohli poučit z chyb.;
CASE7;D7.4;main surgeon;Skvělé, ale to je naposledy, co jsem toleroval takový chaos.;
CASE7;END1;NARRADOR;Zákrok končí úspěšně;
CASE7;D8;anaesthesiologist;Pacient je nestabilní; musíme skončit do 10 minut.
CASE7;D8.1;main surgeon;Ok;
CASE7;D8.2;main surgeon;Já vím, ale v takovém stresu nedokážu pracovat rychleji. ;
CASE7;D8.3;main surgeon;Vaše komentáře situaci opravdu nepomáhají.;
CASE7;D8.4;main surgeon;To je pravda, musíme si pospíšit. Už to nebude trvat dlouho. ;
CASE7;D9;Instrumentalist;Skvělý! Jak vyřešíme tuto komplikaci? Mám otevřít stapler?;
CASE7;D9.1;main surgeon;Už ho nemohu použít, je na to pozdě!;
CASE7;D9.1.1;anaesthesiologist;Pospěšme si! Musíme to vyřešit!;
CASE7;D9.2;main surgeon;Pospěšme si, musíme to zvládnout, než se situace ještě zhorší.;
CASE7;D9.3;main surgeon;Nerušte mě, už jsem skoro hotový.;
CASE7;D9.4;main surgeon;Ano, co nejrychleji.;
CASE7;END2;NARRADOR;Pacient zemřel. ;
CASE7;D10;assistant surgeon;Jste si jsitý, nikdy jsem Vás neviděl používat tuto techniku. ;
CASE7;D10.1;main surgeon;Nedávno jsem se zúčastnil kurzu. Ale každopádně pro jistotu požádejte o stapler. ;
CASE7;D10.2;main surgeon;Nedávno jsem se zúčastnil kurzu.;
CASE7;D10.3;main surgeon;Zpochybňujete mé dovednosti. ;
CASE7;D10.4;main surgeon;Děláš si ze mě srandu?;
CASE7;D11A;main surgeon;Máme komplikace, potřebujeme zajištění ručním stehem.;
CASE7;Q11A;assistant surgeon;Myslel jsem si, že s tím máš více zkušeností ...;
CASE7;D11A.1;main surgeon;Starejte se o své záležitosti a nechte mě pracovat v klidu.;
CASE7;D11A.2;main surgeon;Jedná se o složitého pacienta a komplikace mohou nastat.;
CASE7;D11A.3;main surgeon;To je maximum co dokáži s takovým týmem udělat. ;
CASE7;D11A.4;main surgeon;Abychom zvládli tuto situaci musíme pracovat jako tým. ;
CASE7;D12A;Instrumentalist;Všechno je v pořádku, děláme skvělou týmovou práci.;
CASE7;D12A.0;assistant surgeon;Všechno to je o práci chirurga. ;
CASE7;D12A.1;main surgeon;Týmová práce je důležitá, ale mnohem důležitější jsou technické dovednosti.;
CASE7;D12A.2;main surgeon;Je to týmová práce, ačkoliv to ne každý takto vnímá ;
CASE7;D12A.3;main surgeon;Rozhodně to je týmová práce, jeden chirurg by to sám nezvládl.;
CASE7;D12A.4;main surgeon;Samozřejmě! Všechno je to na mně, musím udělát veškerou práci sám.;
CASE7;D13A;main surgeon;Hotovo, zkontrolujte anastomozu methylenovou modří. ;
CASE7;Q13A;assistant surgeon;Jste si jistý, že je sutura již dostatečná ? ;
CASE7;D13A.1;main surgeon;Děkuji, ale myslím, že je to dostačující. Odvedli jsme dobrou práci.;
CASE7;D13A.1.1;Instrumentalist;Skvělý! Nevidím žádnou netěsnost anastomozy. Dobrá práce, skončili jsme.;
CASE7;D13A.1.2;main surgeon;Zašiji kůži a pak můžete pacienta začít budit. ;
CASE7;D13A.2;main surgeon;No samozřejmě, jsem si jistý. Něco se vám nelíbí? ;
CASE7;D13A.2.1;assistant surgeon;O to nejde, ale udělal bych další steh ...;
CASE7;D13A.3;main surgeon;Vím, jak dělat svou práci.;
CASE7;D13A.3.1;assistant surgeon;Jen říkám, že bych udělal další steh ...;
CASE7;D13A.3.2;Instrumentalist;Ale ne!  Anastomoza netěsní, střevo se otočilo. ;
CASE7;D13A.4;main surgeon;Nejsem si jistý, zdá se, že je to v pořádku.;
CASE7;D13B.4.1;Instrumentalist;Ale ne!  Anastomoza netěsní.  Měli jsme sehnat stapler, když jsme si uvědomili, že chybí.;
CASE7;D15.1;anaesthesiologist;To vypadá špatně; ztrácíme pacienta.
CASE7;D15.2;main surgeon;Pracuji na tom. ;
CASE7;D15.3;Instrumentalist;Měli jsme požádat o stapler;
CASE7;D15.4;assistant surgeon;Měl jsem pravdu ... nevím, proč jste se do toho pouštěl bez dostatečných zkušeností.;
CASE7;D15.1.1;main surgeon;Mlč a pracuj!;
CASE7;D15.1.3;main surgeon;Pospěš si! Musíme to vyřešit!;
CASE7;D15.2.1;main surgeon;Kéž bych měl lepší tým!;
CASE7;D15.3.1;main surgeon;Je to snad dětské hřiště?;
CASE7;D15.4.1;main surgeon;Všichni se prosím zaměřte se na svou práci.;
CASE7;D8.1.1;Circulating nurse;Máme stapler !;
CASE7;D9.3.1;main surgeon;Pospěš si! Musíme to vyřešit!;
CASE7;D11B;main surgeon;Situace se komplikuje, potřebujeme naložit pojistné stehy manuálně. ;
CASE7;D11B.1;main surgeon;Starejte se o své a nechte mě pracovat v klidu.;
CASE7;D11B.2;main surgeon;Jedná se o složitého pacienta, komplikace mohou nastat.;
CASE7;D11B.3;main surgeon;To je maximum, co mohu s tímto týmem udělat.;
CASE7;D11B.4;main surgeon;Abychom situaci překonali, musíme pracovat jako tým.;
