CASE7;D8.2;Hlavní chirurg;Já vím, ale v takovém stresu nedokážu pracovat rychleji. ;
CASE7;D8.3;Hlavní chirurg;Vaše komentáře situaci opravdu nepomáhají.;
CASE7;D8.4;Hlavní chirurg;To je pravda, musíme si pospíšit. Už to nebude trvat dlouho. ;
CASE7;D9;Instrumentalista;Skvělý! Jak vyřešíme tuto komplikaci? Mám otevřít stapler?;
CASE7;D9.1;Hlavní chirurg;Už ho nemohu použít, je na to pozdě!;
CASE7;D9.1.1;Anesteziolog;Pospěšme si! Musíme to vyřešit!;
CASE7;D9.2;Hlavní chirurg;Pospěšme si, musíme to zvládnout, než se situace ještě zhorší.;
CASE7;D9.3;Hlavní chirurg;Nerušte mě, už jsem skoro hotový.;
CASE7;D9.4;Hlavní chirurg;Ano, co nejrychleji.;
CASE7;END2;NARRATOR;Pacient zemřel. ;
CASE7;D10;assistant surgeon;Jste si jsitý, nikdy jsem Vás neviděl používat tuto techniku. ;
CASE7;D10.1;Hlavní chirurg;Nedávno jsem se zúčastnil kurzu. Ale každopádně pro jistotu požádejte o stapler. ;
CASE7;D10.2;Hlavní chirurg;Nedávno jsem se zúčastnil kurzu.;
CASE7;D10.3;Hlavní chirurg;Zpochybňujete mé dovednosti. ;
CASE7;D10.4;Hlavní chirurg;Děláš si ze mě srandu?;
CASE7;D11A;Hlavní chirurg;Máme komplikace, potřebujeme zajištění ručním stehem.;
CASE7;Q11A;assistant surgeon;Myslel jsem si, že s tím máš více zkušeností ...;
CASE7;D11A.1;Hlavní chirurg;Starejte se o své záležitosti a nechte mě pracovat v klidu.;
CASE7;D11A.2;Hlavní chirurg;Jedná se o složitého pacienta a komplikace mohou nastat.;
CASE7;D11A.3;Hlavní chirurg;To je maximum co dokáži s takovým týmem udělat. ;
CASE7;D11A.4;Hlavní chirurg;Abychom zvládli tuto situaci musíme pracovat jako tým. ;
CASE7;D12A;Instrumentalista;Všechno je v pořádku, děláme skvělou týmovou práci.;
CASE7;D12A.0;assistant surgeon;Všechno to je o práci chirurga. ;
CASE7;D12A.1;Hlavní chirurg;Týmová práce je důležitá, ale mnohem důležitější jsou technické dovednosti.;
CASE7;D12B.1;Hlavní chirurg;Týmová práce je důležitá, ale mnohem důležitější jsou technické dovednosti.;
CASE7;D12A.2;Hlavní chirurg;Je to týmová práce, ačkoliv to ne každý takto vnímá ;
CASE7;D12B.2;Hlavní chirurg;Je to týmová práce, ačkoliv to ne každý takto vnímá ;
CASE7;D12A.3;Hlavní chirurg;Rozhodně to je týmová práce, jeden chirurg by to sám nezvládl.;
CASE7;D12B.3;Hlavní chirurg;Rozhodně to je týmová práce, jeden chirurg by to sám nezvládl.;
CASE7;D12A.4;Hlavní chirurg;Samozřejmě! Všechno je to na mně, musím udělát veškerou práci sám.;
CASE7;D12B.4;Hlavní chirurg;Samozřejmě! Všechno je to na mně, musím udělát veškerou práci sám.;
CASE7;D13A;Hlavní chirurg;Hotovo, zkontrolujte anastomozu methylenovou modří. ;
CASE7;Q13A;assistant surgeon;Jste si jistý, že je sutura již dostatečná ? ;
CASE7;D13A.1;Hlavní chirurg;Děkuji, ale myslím, že je to dostačující. Odvedli jsme dobrou práci.;
CASE7;D13B.1;Hlavní chirurg;Děkuji, ale myslím, že je to dostačující. Odvedli jsme dobrou práci.;
CASE7;D13A.1.1;Instrumentalista;Skvělý! Nevidím žádnou netěsnost anastomozy. Dobrá práce, skončili jsme.;
CASE7;D13A.1.2;Hlavní chirurg;Zašiji kůži a pak můžete pacienta začít budit. ;
CASE7;D13A.2;Hlavní chirurg;No samozřejmě, jsem si jistý. Něco se vám nelíbí? ;
CASE7;D13B.2;Hlavní chirurg;No samozřejmě, jsem si jistý. Něco se vám nelíbí? ;
CASE7;D13A.2.1;assistant surgeon;O to nejde, ale udělal bych další steh ...;
CASE7;D13A.3;Hlavní chirurg;Vím, jak dělat svou práci.;
CASE7;D13B.3;Hlavní chirurg;Vím, jak dělat svou práci.;
CASE7;D13A.3.1;assistant surgeon;Jen říkám, že bych udělal další steh ...;
CASE7;D13A.3.2;Instrumentalista;Ale ne!  Anastomoza netěsní, střevo se otočilo. ;
CASE7;D13A.4;Hlavní chirurg;Nejsem si jistý, zdá se, že je to v pořádku.;
CASE7;D13B.4;Hlavní chirurg;Nejsem si jistý, zdá se, že je to v pořádku.;
CASE7;D13B.4.1;Instrumentalista;Ale ne!  Anastomoza netěsní.  Měli jsme sehnat stapler, když jsme si uvědomili, že chybí.;
CASE7;D15.1;Anesteziolog;To vypadá špatně; ztrácíme pacienta.
CASE7;D15.2;Hlavní chirurg;Pracuji na tom. ;
CASE7;D15.3;Instrumentalista;Měli jsme požádat o stapler;
CASE7;D15.4;assistant surgeon;Měl jsem pravdu ... nevím, proč jste se do toho pouštěl bez dostatečných zkušeností.;
CASE7;D15.1.1;Hlavní chirurg;Mlč a pracuj!;
CASE7;D15.1.3;Hlavní chirurg;Pospěš si! Musíme to vyřešit!;
CASE7;D15.2.1;Hlavní chirurg;Kéž bych měl lepší tým!;
CASE7;D15.3.1;Hlavní chirurg;Je to snad dětské hřiště?;
CASE7;D15.4.1;Hlavní chirurg;Všichni se prosím zaměřte se na svou práci.;
CASE7;D8.1.1;Sálová sestra;Máme stapler !;
CASE7;D9.3.1;Hlavní chirurg;Pospěš si! Musíme to vyřešit!;
CASE7;D11B;Hlavní chirurg;Situace se komplikuje, potřebujeme naložit pojistné stehy manuálně. ;
CASE7;D11B.1;Hlavní chirurg;Starejte se o své a nechte mě pracovat v klidu.;
CASE7;D11B.2;Hlavní chirurg;Jedná se o složitého pacienta, komplikace mohou nastat.;
CASE7;D11B.3;Hlavní chirurg;To je maximum, co mohu s tímto týmem udělat.;
CASE7;D11B.4;Hlavní chirurg;Abychom situaci překonali, musíme pracovat jako tým.;
CASE7;Q1A;NARRATOR;Jak zareagujete?
CASE7;Q2;NARRATOR;Jak zareagujete?
CASE7;Q3;NARRATOR;Jak zareagujete?
CASE7;Q4A;NARRATOR;Jak zareagujete?
CASE7;Q4B;NARRATOR;Jak zareagujete?
CASE7;Q1B;NARRATOR;Jak zareagujete?
CASE7;Q5;NARRATOR;Jak zareagujete?
CASE7;Q6;NARRATOR;Jak zareagujete?
CASE7;Q7;NARRATOR;Jak zareagujete?
CASE7;Q8;NARRATOR;Jak zareagujete?
CASE7;Q9;NARRATOR;Jak zareagujete?
CASE7;Q10;NARRATOR;Jak zareagujete?
CASE7;Q11A;NARRATOR;Jak zareagujete?
CASE7;Q11B;NARRATOR;Jak zareagujete?
CASE7;Q12A;NARRATOR;Jak zareagujete?
CASE7;Q12B;NARRATOR;Jak zareagujete?
CASE7;Q13A;NARRATOR;Jak zareagujete?
CASE7;Q13B;NARRATOR;Jak zareagujete?
